,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,Date
116203,201304170041,2013,4,17,,0,,217,United States,1,North America,Texas,West,"31,816677","-97,087902",1.0,0,,"04/17/2013: Assailants set fire to the West Fertilizer Company plant in West, Texas, United States. The subsequent explosion killed 15 people and injured at least an additional 151. No group claimed responsibility for the attack. On May 11, 2016 investigators announced that the fire was set intentionally; however, no suspects were announced.",0,1,1,1,2.0,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5.0,Industrial/Textiles/Factory,West Fertilizer Company,Fertilizer Plant,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,15.0,15.0,0.0,151.0,151.0,0.0,1,4.0,Unknown,-99,"A fertilizer plant, 193 houses, three schools, an apartment complex, and a nursing home were damaged in this attack.",0.0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Source did not indicate that this attack was politically motivated.,"""Fire That Left 15 Dead at Texas Fertilizer Plant Is Ruled Intentional,"" The New York Times, May 11, 2016.","""Officials: Fire, explosion at Texas plant in 2013 was result of criminal act,"" UPI, May 11, 2016.",,START Primary Collection,-9,-9,0,-9,,2013-04-17
116204,201304180001,2013,4,18,,0,,217,United States,1,North America,Massachusetts,Cambridge,"42,376786","-71,11972",1.0,0,,"04/18/2013: A Massachusetts Institute of Technology (MIT) police officer, Sean Collier, was shot and killed by gunmen on the MIT campus in Cambridge, Massachusetts, United States. The suspected assailants of the attack were later identified as Tamerlan and Dzhokhar Tsarnaev, who are believed to also be responsible for the double bomb attack near the finish line of the Boston Marathon that took place on April 15, 2013. Shortly after the killing of Collier, the suspects were involved in a shootout with police as they attempted to flee the Boston area. Tamerlan Tsarnaev was killed in the firefight. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the killing of Collier and the marathon attacks.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,8,Educational Institution,50.0,Other Personnel,Massachusetts Institute of Technology (MIT),Security Officer: Sean Collier,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",0.0,,,1,2.0,1,1.0,8.0,Personal claim,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Boston Marathon Terror Attack Fast Facts,"" CNN Wire, July 11, 2013.","""Timeline: The Boston Marathon bombing, manhunt and investigation,"" CNN Wire, May 2, 2013.","""What Boston Marathon Bombing Suspect Dzhokhar Tsarnaev Wrote in Blood-Stained Boat,"" ABC News, March 10, 2015.",START Primary Collection,-9,-9,0,-9,,2013-04-18
116240,201304190009,2013,4,19,,0,,217,United States,1,North America,Massachusetts,Watertown,"42,370888","-71,182911",1.0,0,,"04/19/2013: Police thwarted a potential bomb attack when they engaged in a firefight with the alleged assailants of the Boston Marathon bombings, Tamerlan and Dzhokhar Tsarnaev, in Watertown, Massachusetts, United States. Shortly after hijacking a civilian vehicle, the suspects were confronted by police, leading to a firefight that resulted in the death of Tamerlan Tsarnaev. Dzhokhar Tsarnaev and 16 police officers were injured in the exchange. One of the injured officers, Dennis Simmonds, succumbed to his injuries on April 10, 2014. During the encounter, the suspects hurled explosives at the officers. It was later revealed that the Tsarnaev brothers were plotting to use the explosives to carry out an attack in an unconfirmed location. Dzhokhar Tsarnaev was arrested later that evening after he was discovered hiding in a boat that was parked in a Watertown, Massachusetts, resident's backyard. Tsarnaev had written a claim of responsibility on the side of the boat. On July 10, 2013, Dzhokhar Tsarnaev pleaded not guilty to 30 federal counts related to the Boston attacks, including one for the use of a weapon of mass destruction.",1,1,1,0,,,0,1,0,4,Hijacking,3.0,Bombing/Explosion,,,20,Unknown,,,Unknown,Unknown,217.0,United States,,,,,,,,,,,,,,,,,Muslim extremists,,,,,,"Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",0.0,,,1,2.0,1,1.0,5.0,Note left at scene,,,,,,,,6,Explosives,31.0,Pipe Bomb,6.0,Explosives,17.0,Other Explosive Type,,,,,,,,,A pressure cooker bomb and five pipe bombs were to be used in the attack.,2.0,1.0,1.0,16.0,16.0,1.0,1,3.0,Minor (likely < $1 million),-99,An unknown number of vehicles were damaged in this attack.,1.0,1.0,1.0,1.0,,,,0.0,,,,,,3.0,Hostage(s) escaped (not during rescue attempt),1.0,,"""Timeline: The Boston Marathon bombing, manhunt and investigation,"" CNN Wire, May 2, 2013.","""'CAPTURED!!!' Boston police announce Marathon bombing suspect in custody,"" CNN.com, April 20, 2013.","""Death benefit given to family of officer wounded in Tsarnaev shootout,"" The Boston Globe, May 28, 2015.",START Primary Collection,-9,-9,0,-9,,2013-04-19
116345,201304230001,2013,4,23,,0,,4,Afghanistan,6,South Asia,Logar,Puli Alam district,"34,006566","69,007332",3.0,0,,"04/23/2013: Assailants opened fire on a group of International Security Assistance Force (ISAF) soldiers in Pul-e-Alam district, Logar province, Afghanistan. Two United States (US) soldiers, Captain Aaron R. Blanchard and 1st Lieutenant Robert J. Hess, were killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Soldiers,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Afghanistan: NATO soldiers killed in militants attack in Afghanistan,"" Khaama Press, April 24, 2013.","""Two ISAF   soldiers   killed in ""insurgent   attack  "","" Afghan Islamic Press (AIP), April 23, 2013.","""2 foreign soldiers die in E. Afghan insurgent   attack,"" Azeri-Press news agency (APA), April 23, 2013.",START Primary Collection,-9,-9,1,1,,2013-04-23
116527,201304270043,2013,4,27,,0,,4,Afghanistan,6,South Asia,Ghazni,Forward Operating Base Arian,"32,817004","67,770057",2.0,0,,"04/27/2013: An explosive device detonated at Forward Operating Base Arian, Ghazni province, Afghanistan. The blast targeted a unit of North Atlantic Treaty Organization (NATO) soldiers. One United States (US) soldier, Staff Sergeant Michael H. Simpson, was killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Unit,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""DOD Identifies Army Casualty,"" Targeted News Service, May 3, 2013.","""Soldier dies from wounds suffered in Afghanistan,"" WOAI, May 5, 2013.","""DoD releases details of soldier's death,"" MySanAntonio, May 3, 2013.",START Primary Collection,-9,-9,1,1,,2013-04-27
116747,201305040002,2013,5,4,,0,,4,Afghanistan,6,South Asia,Kandahar,Maywand district,"31,733333","65,133333",3.0,0,,"05/04/2013: A roadside bomb detonated by a North Atlantic Treaty Organization (NATO) military vehicle in Maiwand district, Kandahar province, Afghanistan. Five soldiers from the United States (US) were killed in the explosion. The Taliban claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Vehicle,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,5.0,5.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99,An armored vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""5 service members killed in Afghanistan,"" CNN, May 4, 2013.","""DOD Identifies Army Casualties,"" Targeted News Service, May 6, 2013.","""Five U.S. troops killed by roadside bomb in Afghanistan,"" Denver Post, May 5, 2013.",START Primary Collection,0,1,1,1,,2013-05-04
116748,201305040003,2013,5,4,,0,,4,Afghanistan,6,South Asia,Farah,Bala Buluk district,"32,625149","62,479768",3.0,0,,"05/04/2013: An Afghan National Army (ANA) soldier opened fire on a unit of North Atlantic Treaty Organization (NATO) soldiers in Bala Boluk district, Farah province, Afghanistan. Two United States (US) Marines were killed in the attack; the assailant was killed by return fire. The Taliban claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Marines,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,1.0,0,1.0,4.0,E-mail,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,3.0,2.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""ANA soldiers killed in blasts, rebel attack,"" Pajhwok Afghan News, May 7, 2013.","""DOD Identifies Marine Casualties,"" Targeted News Service, May 6, 2013.","""Five U.S. troops killed by roadside bomb in Afghanistan,"" Denver Post, May 5, 2013.",START Primary Collection,0,1,1,1,,2013-05-04
117151,201305140001,2013,5,14,,0,,4,Afghanistan,6,South Asia,Kandahar,Zhari district,"31,665015","65,495156",3.0,0,,"05/14/2013: A roadside bomb detonated near a North Atlantic Treaty Organization (NATO) patrol in Zhari district, Kandahar province, Afghanistan. Four United States (US) soldiers were killed in the attack. No group has claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Patrol,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A bomb planted in the roadside was used in the attack.,4.0,4.0,0.0,,,0.0,1,4.0,Unknown,-99,A military vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""US soldiers killed in Afghan blast,"" BBC, May 14, 2013.",,,START Primary Collection,-9,-9,1,1,,2013-05-14
117154,201305140004,2013,5,13,,0,,4,Afghanistan,6,South Asia,Kapisa,Nijrab district,"34,960411","69,581933",3.0,0,The attack occurred in the Nijrab district.,"05/13/2013: A suicide bomber detonated an explosives-laden car and assailants opened fire on a North Atlantic Treaty Organization (NATO) convoy in Nijrab district, Kapisa province, Afghanistan. One civilian, in addition to the bomber, was killed in the attack, while two United States (US) soldiers and another civilian were injured. The Taliban claimed responsibility for the incident.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Convoy,422.0,International,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A Seracha car filled with explosives was driven into the targeted convoy in the attack.,2.0,0.0,1.0,3.0,2.0,0.0,1,4.0,Unknown,-99,A military vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Bomber targets US special forces in Afghanistan,"" FOXNews.com, May 14, 2013.","""Afghan Officials: 2 US Troopers Wounded in Afghanistan,"" HighBeam Research, May 15, 2013.","""Taleban claim 14 ""occupying"" soldiers killed in bombing in Afghan east,"" BBC Monitoring South Asia - Political Supplied by BBC Worldwide Monitoring, May 14, 2013.",START Primary Collection,0,1,1,1,,2013-05-13
117211,201305160003,2013,5,16,,0,,4,Afghanistan,6,South Asia,Kabul,Kabul,"34,516895","69,147014",1.0,0,Incident occurred in the Shah Shaheed district of the city,"05/16/2013: A suicide bomber detonated an explosives-laden vehicle in Kabul city, Kabul province, Afghanistan. The assailant was targeting a North Atlantic Treaty Organization (NATO) military convoy. At least 15 people, including two United States (US) soldiers, and four United States (US) civilian contractors, were killed in the blast. In addition, another 40 people were injured. Hizb-I-Islami claimed responsibility for the incident.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Convoy,422.0,International,,,,,,,,,,,,,,,,,Hizb-I-Islami,,,,,,"The specific motive is unknown; however, sources noted that the Taliban and their allies launched a new spring offensive campaign against Afghan and foreign security forces on April 27, 2013.",0.0,,,0,1.0,0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A suicide driver drove a car filled with explosives into the targeted convoy in the attack.,16.0,6.0,1.0,40.0,0.0,0.0,1,4.0,Unknown,-99,A military sports utility vehicle and multiple nearby buildings were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Six killed in Kabul convoy blast,"" BBC, May 16, 2013.","""Kabul suicide bombing of NATO convoy kills 15,"" Agence France Presse -- English, May 16, 2013.","""Suicide bomb blast kills Afghan provincial leader, 12 others,"" Los Angeles Times, May 20, 2013.",START Primary Collection,0,1,1,1,,2013-05-16
117536,201305260003,2013,5,26,,0,,4,Afghanistan,6,South Asia,Parwan,Bagram,"34,944168","69,273331",1.0,1,The incident occurred at the Bagram Airfield,"05/26/2013: Assailants attacked a North Atlantic Treaty Organization (NATO) vehicle at Bagram airfield, Parwan Province, Afghanistan. One United States soldier, Specialist Christopher R. Drake, was killed in the attack. No group has claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A rocket-propelled grenade was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""DOD Identifies Army Casualty,"" Targeted News Service, May 28, 2013.","""NATO Service Member Killed in Afghanistan,"" Time, May 27, 2013.","""Afghanistan: Nato Soldier Killed in Terror Attack in Afghanistan,"" www.tolonews.com, May 27, 2013.",START Primary Collection,-9,-9,1,1,,2013-05-26
117693,201305300005,2013,5,30,,0,,4,Afghanistan,6,South Asia,Wardak,Unknown,"34,349105","68,23873",4.0,0,,"05/30/2013: A roadside bomb detonated near a North Atlantic Treaty Organization (NATO) vehicle in Wardak province, Afghanistan. One United States soldier, Staff Sergeant Joe A. Nunezrodriguez, was killed in the attack. No group has claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Vehicle,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Roadside blast kills NATO soldier in eastern Afghanistan,"" UPI, May 30, 2013.",,,START Primary Collection,-9,-9,1,1,,2013-05-30
117764,201306010009,2013,6,1,,0,,4,Afghanistan,6,South Asia,Paktia,Patan,"33,821926","69,941634",1.0,0,,"06/01/2013: Gunmen opened fire on a North Atlantic Treaty Organization (NATO) contingent in Patan area, Paktia province, Afghanistan. One United States (US) soldier and one civilian contractor were killed. The Taliban claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Members,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0,1.0,10.0,Unknown,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Two ISAF troops, civilian killed separately,"" Afghan Islamic Press (AIP), June 1, 2013.","""Two NATO soldiers killed in Eastern Afghanistan ISAF,"" Khaama Press, June 1, 2013.","""3 ISAF soldiers killed in Afghanistan,"" Tehran Times, June 2, 2013.",START Primary Collection,0,1,1,1,,2013-06-01
117765,201306010010,2013,6,1,,0,,4,Afghanistan,6,South Asia,Wardak,Unknown,"34,351349","68,238534",4.0,0,,"06/01/2013: A roadside bomb detonated in Wardak province, Afghanistan. One North Atlantic Treaty Organization (NATO) soldier, Ray Ramirez, a member of the United States Army, was killed in the blast. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Soldier: Ray A. Ramirez,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,A roadside bomb was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Three NATO deaths in east Afghanistan: statements,"" Agence France Presse -- English, June 1, 2013.","""DoD reports two 3rd ID casualties,"" Coastal Courier, June 5, 2013.","""Two NATO soldiers killed in Eastern Afghanistan ISAF,"" Khaama Press, June 1, 2013.",START Primary Collection,-9,-9,1,1,,2013-06-01
117781,201306010035,2013,6,1,,0,,4,Afghanistan,6,South Asia,Kandahar,Maywand,"31,619315","65,050157",1.0,0,,"06/01/2013: An explosive device detonated in Maiwand village, Kandahar province, Afghanistan. The explosion targeted the United States (US) Army's 1st Armored Division, killing one soldier. No group claimed responsibility for this incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States soldiers,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""Service set for Chesterfield soldier killed in Afghanistan,"" Richmond Times Dispatch, June 11, 2013.",,,START Primary Collection,-9,-9,1,1,,2013-06-01
117783,201306010042,2013,6,1,,0,,4,Afghanistan,6,South Asia,Ghazni,Unknown,"33,545884","68,458588",4.0,0,,"06/01/2013: Assailants launched rocket-propelled grenades at a North Atlantic Treaty Organization (NATO) contingent in Ghazni province, Afghanistan. A United States soldier, Job Reigoux, was killed in the blast. No group claimed responsibility for the attack.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Soldier: Job Reigoux,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,A rocket-propelled grenade was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""DoD reports two 3rd ID casualties,"" Coastal Courier, June 5, 2013.",,,START Primary Collection,-9,-9,1,1,,2013-06-01
117800,201306020019,2013,6,2,,0,,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,"31,600629","64,369652",1.0,0,,"06/02/2013: An explosive device detonated near a patrol of North Atlantic Treaty Organization (NATO) troops in Lashkar Gah city, Helmand province, Afghanistan. One United States (US) soldier was killed in the blast. No group claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),United States Soldier: Warrant Officer Sean W. Mullen,422.0,International,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,-99.0,0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,An explosive was used in the attack.,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""DOD Identifies Army Casualty,"" Targeted News Service, June 4, 2013.",,,START Primary Collection,-9,-9,1,1,,2013-06-02
117813,201306030007,2013,6,3,,0,,4,Afghanistan,6,South Asia,Paktia,Chamkani,"33,802183","69,832937",1.0,0,,"06/03/2013: A suicide bomber detonated an explosives-laden motorcycle near a school and a market in Chamkani district, Paktia province, Afghanistan. The assailant was targeting a passing North Atlantic Treaty Organization (NATO) patrol. At least 11 Afghan children and two United States (US) soldiers were killed in the blast; another 15 people were injured. No group claimed responsibility for the incident; however, officials attributed the attack to the Taliban.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Patrol,422.0,International,8.0,Educational Institution,49.0,School/University/Educational Building,Unknown,Students,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,,0.0,,,0,1.0,0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,An explosive-laden motorcycle driven by a suicide bomber was used in the attack.,14.0,2.0,1.0,15.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the majority estimates are reported here.","""10 children killed in Afghan suicide attack near school,"" Agence France Presse -- English, June 3, 2013.","""10 children killed in Afghan suicide bombing,"" CNN, June 3, 2013.","""Afghan children die in suicide blast,"" BBC, June 3, 2013.",START Primary Collection,0,1,1,1,,2013-06-03
118222,201306180005,2013,6,18,,0,,4,Afghanistan,6,South Asia,Parwan,Bagram,"34,944168","69,273331",1.0,1,The incident occurred at the Bagram Airfield,"06/18/2013: Assailants fired two rockets at Bagram airbase in Bagram city, Parwan province, Afghanistan. Four North Atlantic Treaty Organization (NATO) soldiers from the United States (US) were killed in the attack and an unknown number of NATO soldiers were injured. The Taliban claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Bagram Airbase,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Two rockets were used in the attack.,4.0,4.0,0.0,,,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Some sources suggest that mortars were used instead of rockets.,"""Four Americans killed in   attack   on Afghan base: US official,"" Agence France Presse -- English, June 18, 2013.","""Eustis soldier killed in Afghanistan,"" Hampton Roads Daily Press, June 21, 2013.","""Taliban claims deadly attack in eastern Afghanistan,"" Trend News Agency, June 19, 2013.",START Primary Collection,0,1,1,1,,2013-06-18
118362,201306230011,2013,6,23,,0,,4,Afghanistan,6,South Asia,Paktika,Sar Hawza,"33,004168","69,049336",1.0,0,,"06/23/2013: An explosive device detonated near a North Atlantic Treaty Organization (NATO) patrol in Sar Hawza area, Paktika province, Afghanistan. One United States (US) soldier, Specialist Javier Sanchez Junior, was killed and one US soldier, Brandon Korona, was injured in the blast. The Taliban claimed responsibility for the incident.",1,1,0,1,1.0,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Patrol,422.0,International,,,,,,,,,,,,,,,,,Taliban,,,,,,,0.0,,,0,-99.0,0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,1,4.0,Unknown,-99,A military vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""ISAF soldier killed in roadside blast,"" Afghan Islamic Press (AIP), June 23, 2013.","""Governor Cuomo Directs Flags to Half-Staff,"" Noodls, June 25, 2013.","""22-year-old Raynham Army corporal survives IED blast,"" Wicked Local Berkley, August 28, 2013.",START Primary Collection,0,1,1,1,,2013-06-23
